employee_id,department,job_role,manager_id,manager_name,shift,hire_date,exit_date,employment_status,exit_reason,age,monthly_income_usd,overtime_flag,avg_monthly_overtime_hours,absenteeism_days_12m,job_satisfaction,work_life_balance,performance_rating,years_since_promotion,training_hours_12m,commute_distance_km,tenure_years,attrition
EMP0455,Quality,Quality Engineer,MGR-Q02,Bui Thanh Lan,Day,2019-10-31,,Active,,29,1841.0,Yes,32.9,2,4,3,1,3,28.4,17.2,6.17,No
EMP0456,Maintenance,Equipment Engineer,MGR-M02,Hoang Van Nam,Day,2022-02-19,2024-07-23,Exited,Relocation,34,1929.0,Yes,24.2,3,4,1,5,1,28.2,13.8,2.42,Yes
EMP0457,Maintenance,Equipment Engineer,MGR-M01,Do Tuan Kiet,Night,2025-04-29,,Active,,52,1658.0,No,5.9,8,5,5,5,0,26.2,13.6,0.67,No
EMP0458,Production,Production Operator,MGR-P02,Tran Quoc Bao,Day,2021-11-20,,Active,,25,938.0,Yes,26.2,4,4,5,4,2,30.9,26.5,4.11,No
EMP0459,HR & Administration,Payroll Specialist,MGR-H01,Luong Phuong Thao,Day,2018-02-12,,Active,,44,1133.0,No,3.8,4,5,1,3,1,24.2,15.9,7.88,No
EMP0460,Production,Production Operator,MGR-P04,Pham Hoang Duy,Day,2022-05-18,,Active,,44,973.0,No,4.5,10,4,3,2,3,13.9,20.1,3.62,No
EMP0461,Production,Production Operator,MGR-P04,Pham Hoang Duy,Day,2024-07-08,,Active,,36,825.0,No,6.2,5,3,5,4,1,30.9,7.5,1.48,No
EMP0462,Production,Production Operator,MGR-P01,Nguyen Minh Anh,Day,2023-02-24,,Active,,49,779.0,No,3.8,3,3,2,3,0,24.9,26.8,2.85,No
EMP0463,Quality,Quality Technician,MGR-Q01,Vo Thu Ha,Night,2018-03-07,2025-03-04,Exited,Career change,48,1144.0,No,5.9,3,3,4,4,6,25.7,11.6,6.99,Yes
EMP0464,Production,Production Technician,MGR-P02,Tran Quoc Bao,Night,2021-06-27,,Active,,22,1141.0,No,3.3,3,4,3,4,4,21.1,19.1,4.51,No
EMP0465,Quality,Quality Engineer,MGR-Q01,Vo Thu Ha,Rotating,2019-06-14,,Active,,28,1658.0,No,1.9,7,3,1,3,2,22.1,23.0,6.55,No
EMP0466,Production,Production Technician,MGR-P01,Nguyen Minh Anh,Rotating,2020-10-28,,Active,,23,984.0,No,7.6,6,1,4,3,0,25.7,15.7,5.17,No
EMP0467,Production,Production Technician,MGR-P02,Tran Quoc Bao,Rotating,2021-01-01,,Active,,37,1049.0,Yes,21.7,5,2,4,5,0,28.2,10.6,5.0,No
EMP0468,Production,Production Technician,MGR-P03,Le Thanh Cong,Day,2022-06-10,,Active,,49,1011.0,Yes,28.8,5,3,3,3,3,38.5,14.2,3.56,No
EMP0469,Maintenance,Maintenance Technician,MGR-M02,Hoang Van Nam,Rotating,2022-04-17,,Active,,24,1500.0,Yes,40.8,1,4,4,3,0,32.8,25.8,3.71,No
EMP0470,Quality,Quality Technician,MGR-Q01,Vo Thu Ha,Day,2025-11-13,,Active,,46,1401.0,No,3.0,4,2,3,4,0,39.8,9.9,0.13,No
EMP0471,Supply Chain,Warehouse Coordinator,MGR-S01,Phan Ngoc Mai,Rotating,2019-08-20,,Active,,22,1288.0,No,4.8,3,3,4,5,6,14.0,8.0,6.37,No
EMP0472,Engineering,Automation Engineer,MGR-E02,Ngo Bao Chau,Day,2019-05-01,2025-03-31,Exited,Career change,37,2524.0,No,4.0,8,3,3,3,5,18.7,31.0,5.92,Yes
EMP0473,Production,Line Leader,MGR-P01,Nguyen Minh Anh,Day,2020-10-12,,Active,,50,1171.0,No,5.1,2,4,3,2,1,29.7,20.2,5.22,No
EMP0474,Maintenance,Maintenance Technician,MGR-M01,Do Tuan Kiet,Day,2023-05-05,,Active,,40,1349.0,No,7.7,3,1,2,3,1,28.8,29.4,2.66,No
EMP0475,HR & Administration,Administrative Coordinator,MGR-H01,Luong Phuong Thao,Day,2018-07-07,,Active,,44,974.0,Yes,23.0,4,1,4,5,1,45.1,15.9,7.49,No
EMP0476,Supply Chain,Logistics Analyst,MGR-S01,Phan Ngoc Mai,Day,2019-11-13,,Active,,24,1547.0,No,5.0,9,3,5,5,1,21.6,15.3,6.13,No
EMP0477,HR & Administration,Administrative Coordinator,MGR-H01,Luong Phuong Thao,Day,2019-07-04,,Active,,27,1042.0,No,6.4,1,4,3,3,0,17.0,16.1,6.49,No
EMP0478,Engineering,Automation Engineer,MGR-E02,Ngo Bao Chau,Day,2020-10-01,,Active,,38,2579.0,No,3.3,1,2,3,4,2,16.3,40.6,5.25,No
EMP0479,Production,Line Leader,MGR-P04,Pham Hoang Duy,Rotating,2018-03-04,,Active,,50,1180.0,Yes,20.1,9,5,4,3,6,42.1,8.0,7.83,No
EMP0480,Production,Line Leader,MGR-P04,Pham Hoang Duy,Day,2023-09-23,2024-03-20,Exited,Relocation,40,1220.0,Yes,14.4,12,3,3,3,1,37.4,42.4,0.49,Yes
EMP0481,Production,Production Technician,MGR-P04,Pham Hoang Duy,Day,2025-08-07,,Active,,28,1044.0,No,3.3,1,2,2,4,0,21.9,18.5,0.4,No
EMP0482,Quality,Quality Technician,MGR-Q01,Vo Thu Ha,Day,2022-11-29,,Active,,48,1175.0,No,6.2,2,4,2,2,2,52.3,25.7,3.09,No
EMP0483,Production,Line Leader,MGR-P03,Le Thanh Cong,Night,2018-10-12,,Active,,49,1101.0,No,2.9,5,2,4,3,6,23.8,43.3,7.22,No
EMP0484,Supply Chain,Material Planner,MGR-S01,Phan Ngoc Mai,Day,2019-11-20,,Active,,52,1578.0,No,4.4,4,3,1,3,5,45.7,22.3,6.11,No
EMP0485,Production,Line Leader,MGR-P02,Tran Quoc Bao,Rotating,2025-01-18,,Active,,39,1381.0,No,0.8,7,4,5,4,0,20.3,15.9,0.95,No
EMP0486,Engineering,Industrial Engineer,MGR-E01,Truong Minh Duc,Day,2018-01-29,,Active,,46,1972.0,No,8.8,5,2,4,3,6,28.2,12.8,7.92,No
EMP0487,Production,Line Leader,MGR-P01,Nguyen Minh Anh,Night,2021-01-30,,Active,,22,1090.0,No,2.7,9,2,4,4,2,41.2,29.8,4.92,No
EMP0488,Production,Line Leader,MGR-P03,Le Thanh Cong,Rotating,2023-02-21,,Active,,42,1291.0,Yes,27.4,7,4,5,4,1,25.1,13.7,2.86,No
EMP0489,Production,Production Operator,MGR-P04,Pham Hoang Duy,Day,2019-03-25,2025-08-29,Exited,Relocation,35,875.0,No,0.5,7,3,4,4,4,51.4,11.2,6.43,Yes
EMP0490,Maintenance,Equipment Engineer,MGR-M02,Hoang Van Nam,Rotating,2020-10-13,,Active,,45,1928.0,Yes,37.4,9,4,2,1,0,53.3,20.4,5.22,No
EMP0491,Supply Chain,Warehouse Coordinator,MGR-S02,Dang Quang Huy,Rotating,2022-07-15,,Active,,47,1111.0,No,3.0,5,3,3,4,3,42.1,4.8,3.46,No
EMP0492,Production,Production Operator,MGR-P04,Pham Hoang Duy,Night,2018-08-02,,Active,,48,906.0,No,6.8,8,5,2,3,6,38.5,12.1,7.41,No
EMP0493,Production,Production Technician,MGR-P02,Tran Quoc Bao,Day,2020-02-12,,Active,,49,1132.0,No,2.0,10,4,4,4,2,33.6,17.8,5.88,No
EMP0494,Maintenance,Equipment Engineer,MGR-M01,Do Tuan Kiet,Day,2022-08-17,,Active,,50,1625.0,No,3.1,5,4,4,3,2,37.0,17.9,3.37,No
EMP0495,Production,Production Technician,MGR-P03,Le Thanh Cong,Night,2020-12-02,,Active,,24,1083.0,No,1.4,6,4,3,2,2,24.9,24.6,5.08,No
EMP0496,HR & Administration,HR Specialist,MGR-H01,Luong Phuong Thao,Day,2021-02-12,,Active,,41,1126.0,No,4.1,2,2,4,3,1,21.1,19.4,4.88,No
EMP0497,Finance,Finance Specialist,MGR-F01,Mai Thanh Son,Day,2025-07-26,,Active,,35,1685.0,No,2.6,4,5,3,4,0,20.2,21.5,0.43,No
EMP0498,Production,Production Operator,MGR-P04,Pham Hoang Duy,Rotating,2020-05-31,,Active,,40,958.0,No,7.3,14,2,5,3,2,32.0,15.4,5.59,No
EMP0499,Production,Production Operator,MGR-P04,Pham Hoang Duy,Day,2024-07-08,2025-01-15,Exited,Career change,36,814.0,No,7.0,9,3,3,4,1,21.3,6.3,0.52,Yes
EMP0500,Production,Line Leader,MGR-P02,Tran Quoc Bao,Day,2025-09-16,,Active,,47,1331.0,Yes,27.1,12,5,3,1,0,14.4,24.1,0.29,No
EMP0501,Finance,Accountant,MGR-F01,Mai Thanh Son,Day,2019-09-17,,Active,,52,1623.0,No,4.7,15,2,3,2,5,11.3,19.1,6.29,No
EMP0502,Supply Chain,Material Planner,MGR-S02,Dang Quang Huy,Day,2022-05-10,,Active,,36,1512.0,No,5.0,1,4,1,4,1,37.1,5.5,3.64,No
EMP0503,Production,Production Technician,MGR-P01,Nguyen Minh Anh,Day,2019-02-22,,Active,,32,1053.0,No,1.7,3,3,2,4,3,12.3,13.4,6.86,No
EMP0504,Engineering,Automation Engineer,MGR-E01,Truong Minh Duc,Day,2024-01-14,,Active,,35,2451.0,Yes,27.1,8,5,4,3,1,30.1,22.1,1.96,No
EMP0505,Production,Production Technician,MGR-P02,Tran Quoc Bao,Day,2024-10-10,,Active,,49,1085.0,Yes,27.4,8,4,4,4,1,46.2,4.8,1.22,No
EMP0506,Production,Production Technician,MGR-P01,Nguyen Minh Anh,Day,2018-02-01,,Active,,36,949.0,No,4.0,11,4,3,4,2,20.5,34.5,7.91,No
EMP0507,Production,Production Operator,MGR-P03,Le Thanh Cong,Day,2025-06-24,2025-12-30,Exited,Performance,25,774.0,Yes,21.0,17,3,2,3,0,29.0,5.0,0.52,Yes
EMP0508,Production,Production Technician,MGR-P02,Tran Quoc Bao,Night,2020-07-29,,Active,,43,1102.0,Yes,39.1,15,2,2,3,2,17.5,17.7,5.42,No
EMP0509,Production,Line Leader,MGR-P04,Pham Hoang Duy,Day,2023-11-03,,Active,,30,1279.0,No,7.7,14,3,4,3,2,25.5,21.3,2.16,No
EMP0510,Production,Production Operator,MGR-P02,Tran Quoc Bao,Day,2025-08-11,2025-10-21,Exited,Work schedule,30,910.0,No,2.5,6,3,3,4,0,18.6,16.2,0.19,Yes
EMP0511,Supply Chain,Logistics Analyst,MGR-S01,Phan Ngoc Mai,Day,2019-06-10,,Active,,49,1441.0,No,2.6,8,4,3,3,2,48.2,17.8,6.56,No
EMP0512,Production,Line Leader,MGR-P01,Nguyen Minh Anh,Day,2018-11-30,,Active,,43,1247.0,No,3.3,6,4,1,4,4,37.1,13.6,7.09,No
EMP0513,Quality,Quality Engineer,MGR-Q02,Bui Thanh Lan,Rotating,2023-02-08,2025-02-28,Exited,Career change,50,1711.0,Yes,17.4,13,1,3,4,2,25.3,32.7,2.06,Yes
EMP0514,Production,Production Technician,MGR-P03,Le Thanh Cong,Night,2025-04-10,2025-08-24,Exited,Work schedule,47,1015.0,No,3.6,9,4,4,4,0,31.5,13.9,0.37,Yes
EMP0515,Production,Production Operator,MGR-P04,Pham Hoang Duy,Night,2023-01-21,,Active,,49,970.0,No,6.4,5,5,4,4,2,17.6,38.5,2.94,No
EMP0516,Quality,Quality Inspector,MGR-Q02,Bui Thanh Lan,Night,2020-06-04,,Active,,45,1146.0,No,2.1,2,4,4,3,0,22.9,20.0,5.57,No
EMP0517,Finance,Accountant,MGR-F01,Mai Thanh Son,Day,2018-10-23,,Active,,53,1480.0,Yes,29.9,5,3,3,3,5,28.2,13.1,7.19,No
EMP0518,Production,Line Leader,MGR-P01,Nguyen Minh Anh,Night,2021-05-23,,Active,,27,1207.0,Yes,25.1,11,4,3,3,1,33.0,7.7,4.61,No
EMP0519,Production,Line Leader,MGR-P03,Le Thanh Cong,Rotating,2018-09-23,2024-03-25,Exited,Better opportunity,38,1192.0,Yes,27.8,8,4,4,3,6,17.2,27.0,5.5,Yes
EMP0520,Production,Production Operator,MGR-P02,Tran Quoc Bao,Day,2024-08-02,,Active,,30,1008.0,Yes,24.1,5,5,3,4,1,31.4,31.2,1.41,No
EMP0521,Production,Production Technician,MGR-P04,Pham Hoang Duy,Day,2020-07-17,,Active,,50,1154.0,No,7.6,7,4,4,1,1,30.3,3.1,5.46,No
EMP0522,Finance,Finance Specialist,MGR-F01,Mai Thanh Son,Day,2021-05-31,,Active,,33,1723.0,No,4.0,6,2,3,3,3,32.3,11.1,4.59,No
EMP0523,Supply Chain,Warehouse Coordinator,MGR-S02,Dang Quang Huy,Night,2025-06-28,,Active,,46,1172.0,No,3.2,7,1,2,4,0,27.1,36.0,0.51,No
EMP0524,Maintenance,Maintenance Technician,MGR-M02,Hoang Van Nam,Day,2018-01-02,,Active,,28,1439.0,No,2.8,6,1,4,3,4,34.7,19.5,7.99,No
EMP0525,Production,Production Technician,MGR-P04,Pham Hoang Duy,Night,2020-12-02,2024-04-28,Exited,Better opportunity,47,900.0,Yes,18.8,13,4,2,4,1,31.3,5.4,3.4,Yes
EMP0526,Supply Chain,Material Planner,MGR-S02,Dang Quang Huy,Day,2022-05-23,,Active,,43,1359.0,No,3.3,2,3,3,3,2,25.7,39.3,3.61,No
EMP0527,Production,Production Operator,MGR-P03,Le Thanh Cong,Night,2022-11-19,,Active,,28,952.0,No,7.0,12,3,3,3,1,32.1,9.1,3.12,No
EMP0528,Production,Production Technician,MGR-P01,Nguyen Minh Anh,Rotating,2018-04-07,,Active,,51,973.0,No,4.7,8,3,3,2,4,21.3,35.9,7.73,No
EMP0529,Production,Production Technician,MGR-P01,Nguyen Minh Anh,Day,2021-04-30,,Active,,35,1003.0,Yes,24.3,14,1,4,4,4,16.1,21.6,4.67,No
EMP0530,Production,Production Technician,MGR-P04,Pham Hoang Duy,Night,2022-11-10,2024-08-12,Exited,Personal reasons,28,1078.0,Yes,29.2,2,4,4,2,0,36.7,40.4,1.75,Yes
EMP0531,Finance,Finance Specialist,MGR-F01,Mai Thanh Son,Day,2023-11-04,,Active,,53,1532.0,No,4.2,8,2,4,3,1,46.2,19.4,2.16,No
EMP0532,Production,Line Leader,MGR-P01,Nguyen Minh Anh,Day,2025-02-21,,Active,,30,1349.0,No,1.2,12,3,3,3,0,35.0,6.5,0.86,No
EMP0533,Production,Production Technician,MGR-P04,Pham Hoang Duy,Day,2024-11-28,2025-11-06,Exited,Work schedule,51,979.0,Yes,35.3,8,1,3,3,0,17.6,6.4,0.94,Yes
EMP0534,Supply Chain,Warehouse Coordinator,MGR-S01,Phan Ngoc Mai,Night,2021-12-03,,Active,,44,1291.0,No,2.6,5,1,4,3,3,21.6,18.1,4.08,No
EMP0535,Production,Production Operator,MGR-P01,Nguyen Minh Anh,Rotating,2022-02-18,,Active,,37,830.0,Yes,18.6,3,3,3,3,2,31.9,10.3,3.87,No
EMP0536,Maintenance,Maintenance Technician,MGR-M02,Hoang Van Nam,Day,2020-07-03,,Active,,40,1502.0,Yes,21.2,12,4,2,4,4,18.2,13.4,5.49,No
EMP0537,Quality,Quality Engineer,MGR-Q02,Bui Thanh Lan,Day,2022-08-30,2025-09-29,Exited,Performance,51,1722.0,No,5.2,5,3,4,2,1,17.5,30.0,3.08,Yes
EMP0538,Production,Line Leader,MGR-P04,Pham Hoang Duy,Rotating,2021-12-11,,Active,,35,1220.0,Yes,25.4,4,3,4,3,2,35.8,18.0,4.05,No
EMP0539,Finance,Cost Analyst,MGR-F01,Mai Thanh Son,Day,2021-07-09,,Active,,29,1557.0,No,4.9,7,4,2,5,4,27.3,11.5,4.48,No
EMP0540,Production,Line Leader,MGR-P03,Le Thanh Cong,Day,2025-09-09,,Active,,27,1376.0,No,5.4,6,3,3,3,0,46.3,14.9,0.31,No
EMP0541,Quality,Quality Technician,MGR-Q01,Vo Thu Ha,Night,2021-01-07,,Active,,28,1327.0,Yes,34.9,2,3,3,4,1,19.4,40.3,4.98,No
EMP0542,Production,Line Leader,MGR-P04,Pham Hoang Duy,Night,2025-03-20,,Active,,44,1196.0,No,2.9,5,2,4,4,0,9.4,7.1,0.78,No
EMP0543,Production,Production Operator,MGR-P02,Tran Quoc Bao,Day,2021-11-10,,Active,,42,918.0,No,1.8,5,3,2,3,1,33.6,27.4,4.14,No
EMP0544,Supply Chain,Material Planner,MGR-S01,Phan Ngoc Mai,Day,2024-07-04,,Active,,25,1434.0,No,8.8,2,4,4,5,1,25.4,33.5,1.49,No
EMP0545,Production,Production Operator,MGR-P03,Le Thanh Cong,Day,2018-11-18,,Active,,22,856.0,No,3.7,2,4,2,5,6,38.8,34.0,7.12,No
EMP0546,Production,Line Leader,MGR-P02,Tran Quoc Bao,Day,2020-12-16,,Active,,39,1396.0,Yes,25.5,16,1,3,4,2,54.8,28.6,5.04,No
EMP0547,Production,Production Operator,MGR-P02,Tran Quoc Bao,Day,2024-09-10,2025-02-05,Exited,Better opportunity,24,796.0,No,5.3,12,3,4,3,0,22.5,12.1,0.41,Yes
EMP0548,Quality,Quality Inspector,MGR-Q01,Vo Thu Ha,Day,2025-11-12,,Active,,22,1377.0,No,4.4,1,3,4,3,0,42.3,22.5,0.13,No
EMP0549,HR & Administration,Administrative Coordinator,MGR-H01,Luong Phuong Thao,Day,2025-05-04,,Active,,29,1197.0,Yes,28.8,12,3,1,3,0,12.6,6.1,0.66,No
EMP0550,Production,Production Technician,MGR-P03,Le Thanh Cong,Day,2018-03-14,,Active,,37,1142.0,No,3.8,4,5,5,4,5,29.8,30.1,7.8,No
EMP0551,Production,Production Operator,MGR-P03,Le Thanh Cong,Night,2021-01-30,2025-08-19,Exited,Better opportunity,27,935.0,Yes,41.8,12,3,2,3,4,11.1,13.8,4.55,Yes
EMP0552,Production,Production Operator,MGR-P02,Tran Quoc Bao,Rotating,2020-05-25,,Active,,50,969.0,Yes,19.4,8,2,3,3,4,20.7,37.9,5.6,No
EMP0553,Engineering,Automation Engineer,MGR-E02,Ngo Bao Chau,Day,2025-04-12,,Active,,53,2245.0,No,5.3,8,4,2,3,0,19.8,7.5,0.72,No
EMP0554,Production,Line Leader,MGR-P03,Le Thanh Cong,Night,2025-03-06,,Active,,37,1323.0,Yes,30.6,9,3,4,3,0,25.2,6.9,0.82,No
EMP0555,Engineering,Process Engineer,MGR-E03,Huynh Gia Han,Day,2021-05-11,,Active,,21,1744.0,No,7.1,9,3,1,2,2,15.9,17.0,4.64,No
EMP0556,Maintenance,Maintenance Technician,MGR-M01,Do Tuan Kiet,Day,2024-07-29,,Active,,31,1289.0,Yes,23.0,4,5,3,4,1,34.0,38.1,1.42,No
EMP0557,Supply Chain,Material Planner,MGR-S01,Phan Ngoc Mai,Day,2019-10-13,,Active,,46,1574.0,No,7.7,4,4,4,4,2,25.6,5.8,6.22,No
EMP0558,Finance,Finance Specialist,MGR-F01,Mai Thanh Son,Day,2025-10-03,,Active,,40,1531.0,No,7.2,3,3,3,4,0,48.6,28.5,0.24,No
EMP0559,Production,Production Technician,MGR-P01,Nguyen Minh Anh,Day,2025-05-06,2025-09-06,Exited,Personal reasons,25,977.0,Yes,32.3,8,4,2,4,0,15.2,13.6,0.34,Yes
EMP0560,HR & Administration,HR Specialist,MGR-H01,Luong Phuong Thao,Day,2020-06-21,,Active,,33,1072.0,Yes,27.3,2,5,4,3,3,24.7,20.4,5.53,No
EMP0561,Supply Chain,Logistics Analyst,MGR-S01,Phan Ngoc Mai,Day,2022-10-09,,Active,,47,1563.0,Yes,35.2,10,3,3,3,2,36.9,31.6,3.23,No
EMP0562,Production,Line Leader,MGR-P01,Nguyen Minh Anh,Rotating,2025-06-20,,Active,,49,1297.0,Yes,34.4,5,3,4,3,0,31.2,23.8,0.53,No
EMP0563,Engineering,Automation Engineer,MGR-E01,Truong Minh Duc,Day,2022-11-20,,Active,,30,2156.0,No,4.7,13,4,4,4,3,21.1,12.8,3.11,No
EMP0564,Maintenance,Equipment Engineer,MGR-M01,Do Tuan Kiet,Rotating,2025-02-22,2025-04-27,Exited,Compensation,35,1743.0,No,8.7,11,3,3,1,0,52.2,10.0,0.18,Yes
EMP0565,Engineering,Automation Engineer,MGR-E02,Ngo Bao Chau,Day,2023-03-26,,Active,,20,2331.0,No,8.7,4,5,3,3,2,43.1,34.1,2.77,No
EMP0566,Supply Chain,Warehouse Coordinator,MGR-S01,Phan Ngoc Mai,Day,2025-05-31,,Active,,37,1202.0,Yes,26.0,5,5,2,2,0,41.0,23.6,0.59,No
EMP0567,Supply Chain,Warehouse Coordinator,MGR-S02,Dang Quang Huy,Day,2019-04-11,,Active,,46,1098.0,No,7.5,2,4,4,3,5,27.6,23.8,6.72,No
EMP0568,Production,Production Technician,MGR-P03,Le Thanh Cong,Day,2024-08-19,,Active,,48,1014.0,No,4.3,11,3,4,3,1,41.1,7.0,1.37,No
EMP0569,Maintenance,Maintenance Technician,MGR-M02,Hoang Van Nam,Rotating,2023-12-29,2024-05-23,Exited,Performance,44,1363.0,Yes,22.7,10,2,4,3,2,15.5,16.6,0.4,Yes
EMP0570,Production,Line Leader,MGR-P01,Nguyen Minh Anh,Rotating,2020-09-11,2024-08-12,Exited,Personal reasons,28,1227.0,Yes,13.9,6,5,3,1,3,20.5,18.7,3.92,Yes
EMP0571,Production,Line Leader,MGR-P01,Nguyen Minh Anh,Day,2020-11-14,,Active,,47,1195.0,Yes,32.0,6,3,4,3,5,15.6,19.7,5.13,No
EMP0572,Finance,Accountant,MGR-F01,Mai Thanh Son,Day,2022-03-16,,Active,,28,1515.0,No,4.7,4,1,3,3,0,50.3,16.2,3.79,No
EMP0573,Quality,Quality Technician,MGR-Q01,Vo Thu Ha,Night,2018-11-07,,Active,,31,1148.0,No,4.1,12,4,1,3,3,47.0,13.8,7.15,No
EMP0574,Maintenance,Equipment Engineer,MGR-M01,Do Tuan Kiet,Day,2021-05-05,,Active,,29,1958.0,Yes,29.3,7,3,3,2,2,32.2,22.9,4.66,No
EMP0575,Production,Production Operator,MGR-P01,Nguyen Minh Anh,Rotating,2018-08-13,,Active,,51,972.0,No,2.8,12,2,3,1,5,31.1,27.4,7.38,No
EMP0576,Quality,Quality Engineer,MGR-Q02,Bui Thanh Lan,Day,2025-04-14,,Active,,34,1763.0,Yes,26.8,3,3,4,5,0,39.8,5.0,0.71,No
EMP0577,Production,Production Operator,MGR-P04,Pham Hoang Duy,Rotating,2021-01-12,,Active,,36,934.0,Yes,23.7,6,4,4,3,2,54.4,19.9,4.97,No
EMP0578,Maintenance,Facilities Technician,MGR-M01,Do Tuan Kiet,Rotating,2019-08-09,,Active,,24,1394.0,No,3.5,5,3,5,5,1,46.1,28.2,6.4,No
EMP0579,Production,Production Technician,MGR-P01,Nguyen Minh Anh,Day,2019-04-21,,Active,,33,1095.0,No,2.0,10,2,3,4,4,31.0,28.8,6.7,No
EMP0580,Production,Production Operator,MGR-P01,Nguyen Minh Anh,Night,2023-04-20,,Active,,44,966.0,Yes,39.6,7,3,4,3,0,26.5,38.0,2.7,No
EMP0581,Maintenance,Maintenance Technician,MGR-M02,Hoang Van Nam,Night,2022-06-25,,Active,,52,1467.0,Yes,25.1,12,4,3,4,0,26.2,13.8,3.52,No
EMP0582,Production,Line Leader,MGR-P04,Pham Hoang Duy,Day,2020-07-21,2024-07-23,Exited,Career change,23,1303.0,No,5.1,4,2,4,4,5,22.5,14.2,4.01,Yes
EMP0583,Production,Line Leader,MGR-P03,Le Thanh Cong,Night,2022-07-23,2025-04-28,Exited,Compensation,52,1308.0,No,2.0,7,4,3,2,1,33.1,9.8,2.77,Yes
EMP0584,Supply Chain,Material Planner,MGR-S01,Phan Ngoc Mai,Night,2023-07-17,,Active,,41,1699.0,No,4.3,8,2,4,4,1,34.0,29.4,2.46,No
EMP0585,Production,Production Operator,MGR-P04,Pham Hoang Duy,Day,2019-03-15,,Active,,21,854.0,Yes,43.0,8,3,4,3,0,25.0,14.9,6.8,No
EMP0586,Production,Production Technician,MGR-P03,Le Thanh Cong,Night,2025-02-08,,Active,,44,1044.0,Yes,24.1,3,3,4,2,0,22.1,10.2,0.89,No
EMP0587,Maintenance,Equipment Engineer,MGR-M02,Hoang Van Nam,Day,2023-12-17,2024-04-25,Exited,Personal reasons,28,2012.0,Yes,25.3,8,3,4,4,0,40.4,26.6,0.36,Yes
EMP0588,Production,Production Operator,MGR-P02,Tran Quoc Bao,Day,2019-04-20,2024-10-22,Exited,Work schedule,22,1002.0,Yes,19.7,14,2,3,4,0,30.9,39.0,5.51,Yes
EMP0589,Supply Chain,Warehouse Coordinator,MGR-S02,Dang Quang Huy,Night,2022-01-24,,Active,,31,1256.0,Yes,31.6,1,1,3,3,3,46.9,16.4,3.93,No
EMP0590,Production,Production Operator,MGR-P02,Tran Quoc Bao,Night,2018-10-24,,Active,,26,926.0,No,2.9,7,2,5,4,0,25.1,8.1,7.19,No
EMP0591,Maintenance,Facilities Technician,MGR-M01,Do Tuan Kiet,Night,2021-02-03,,Active,,30,1552.0,Yes,24.2,2,3,4,3,0,55.1,9.2,4.91,No
EMP0592,Production,Production Technician,MGR-P04,Pham Hoang Duy,Rotating,2023-01-14,,Active,,51,1158.0,No,1.5,3,4,4,2,0,11.0,11.6,2.96,No
EMP0593,Production,Production Operator,MGR-P03,Le Thanh Cong,Day,2021-05-21,,Active,,31,888.0,No,5.5,3,3,2,3,3,47.5,9.4,4.61,No
EMP0594,Supply Chain,Logistics Analyst,MGR-S01,Phan Ngoc Mai,Rotating,2018-01-04,,Active,,50,1446.0,No,4.0,9,5,2,3,2,34.5,9.1,7.99,No
EMP0595,Engineering,Industrial Engineer,MGR-E02,Ngo Bao Chau,Day,2022-05-12,,Active,,36,1811.0,No,6.3,7,5,3,2,0,8.7,28.8,3.64,No
EMP0596,Production,Production Technician,MGR-P02,Tran Quoc Bao,Day,2018-09-09,,Active,,29,1008.0,No,4.8,11,3,2,5,0,18.8,41.5,7.31,No
EMP0597,HR & Administration,HR Specialist,MGR-H01,Luong Phuong Thao,Day,2025-03-13,,Active,,53,1143.0,No,1.4,4,4,3,4,0,47.9,35.6,0.8,No
EMP0598,Production,Line Leader,MGR-P01,Nguyen Minh Anh,Rotating,2023-04-05,,Active,,51,1128.0,No,2.7,9,3,1,4,1,12.1,19.5,2.74,No
EMP0599,Maintenance,Equipment Engineer,MGR-M02,Hoang Van Nam,Day,2018-09-11,,Active,,27,1924.0,Yes,29.3,7,4,3,4,2,42.0,33.2,7.3,No
EMP0600,Quality,Quality Engineer,MGR-Q01,Vo Thu Ha,Night,2019-12-18,,Active,,41,1700.0,No,5.6,11,4,4,5,4,22.6,29.2,6.04,No
EMP0601,Production,Production Technician,MGR-P04,Pham Hoang Duy,Day,2023-04-22,,Active,,49,1099.0,No,8.1,3,5,4,3,2,40.7,5.8,2.69,No
EMP0602,Production,Production Technician,MGR-P01,Nguyen Minh Anh,Rotating,2018-04-23,2025-12-06,Exited,Career change,48,1062.0,Yes,24.9,6,4,3,2,0,34.0,17.7,7.62,Yes
EMP0603,Production,Production Technician,MGR-P01,Nguyen Minh Anh,Day,2025-06-16,,Active,,20,1003.0,No,5.7,4,3,4,4,0,29.5,6.9,0.54,No
EMP0604,HR & Administration,Administrative Coordinator,MGR-H01,Luong Phuong Thao,Day,2020-03-16,,Active,,46,954.0,No,6.7,2,4,2,3,1,25.5,13.5,5.79,No
EMP0605,Engineering,Process Engineer,MGR-E02,Ngo Bao Chau,Day,2022-04-05,,Active,,33,1932.0,No,5.1,2,5,3,2,0,50.9,2.6,3.74,No
EMP0606,Production,Line Leader,MGR-P01,Nguyen Minh Anh,Night,2024-11-09,,Active,,26,1327.0,No,6.9,2,4,3,3,0,49.0,2.2,1.14,No
EMP0607,Production,Line Leader,MGR-P04,Pham Hoang Duy,Rotating,2024-04-04,,Active,,45,1206.0,No,8.2,5,3,4,3,0,19.8,15.9,1.74,No
